date,open,high,low,close,volume
26/6/2018,43.155,43.9898,43.0489,43.4946,23176870
27/6/2018,43.6833,44.1668,43.4003,43.431,23852430
28/6/2018,43.4168,43.9144,43.3461,43.747,16381141
29/6/2018,43.9333,44.1455,43.1362,43.655,21449177
2/7/2018,43.3508,44.1715,43.2565,44.1432,16726495
3/7/2018,44.2871,44.3248,43.2848,43.3744,13164008
5/7/2018,43.6904,43.9616,43.4593,43.7234,15663260
6/7/2018,43.7281,44.438,43.6762,44.3295,16494338
9/7/2018,44.6903,44.9686,44.6431,44.945,18637011
10/7/2018,44.9757,45.1101,44.8507,44.8908,15035859
11/7/2018,44.4545,44.7564,44.2446,44.3083,17764355
12/7/2018,44.6974,45.1407,44.6455,45.0511,17018717
13/7/2018,45.0629,45.2422,45.0205,45.1219,11804755
16/7/2018,45.1667,45.4331,44.9072,45.0228,14190613
17/7/2018,44.7493,45.2492,44.6196,45.1502,14654182
18/7/2018,45.228,45.2328,44.7918,44.9026,15464418
19/7/2018,44.7351,45.4096,44.7351,45.2516,19137172
20/7/2018,45.228,45.3813,44.8483,45.1478,19504491
23/7/2018,44.9686,45.2704,44.7044,45.1879,15083292
24/7/2018,45.386,45.6713,45.2917,45.5157,17638301
25/7/2018,45.5298,45.952,45.3813,45.9449,15762954
26/7/2018,45.8954,46.2138,45.6596,45.8011,17994991
27/7/2018,45.985,46.0322,44.8318,45.0393,22662565
30/7/2018,45.2563,45.3271,44.5889,44.787,19837780
31/7/2018,44.879,45.3129,44.6526,44.8766,37141760
1/8/2018,46.9614,47.5816,46.5322,47.5203,64085853
2/8/2018,47.3034,49.1429,47.2491,48.9094,58867683
3/8/2018,48.8245,49.2278,48.459,49.0509,31551999
6/8/2018,49.0533,49.348,48.8339,49.3056,23984591
7/8/2018,49.3645,49.4069,48.7608,48.8433,24137377
8/8/2018,48.5933,49.0084,48.2325,48.8763,21248986
9/8/2018,49.414,49.4729,48.8645,49.2607,22161278
10/8/2018,49.0738,49.4856,48.9105,49.114,23297923
13/8/2018,49.5352,49.9234,49.1542,49.4311,24509325
14/8/2018,49.7364,49.8311,49.2868,49.6394,19640873
15/8/2018,49.514,49.8737,49.3034,49.7554,27270427
16/8/2018,50.1127,50.6003,50.0465,50.4843,26979613
17/8/2018,50.5127,51.5801,50.4465,51.4925,33536626
20/8/2018,51.6155,51.8711,50.9079,50.9907,28671513
21/8/2018,51.3078,51.4001,50.6523,50.8913,24763881
22/8/2018,50.6689,51.2037,50.6073,50.8937,18003283
23/8/2018,50.799,51.367,50.7872,50.9978,17875570
24/8/2018,51.2605,51.3315,50.9079,51.1564,17490491
27/8/2018,51.3906,51.7669,51.1966,51.5776,19429850
28/8/2018,51.8309,52.193,51.8096,51.9942,21561429
29/8/2018,52.1007,52.8911,51.9255,52.7704,25800461
30/8/2018,52.8343,54.02,52.6332,53.2556,46190163
31/8/2018,53.6058,54.1644,53.4851,53.8709,41027460
4/9/2018,54.0554,54.2377,53.6342,54.0436,25928527
5/9/2018,54.1927,54.3536,53.2721,53.691,31554319
6/9/2018,53.5395,53.8046,52.3728,52.7988,32460257
7/9/2018,52.503,53.336,52.2332,52.3728,35612368
10/9/2018,52.2899,52.5029,51.2297,51.6699,37407843
11/9/2018,51.5942,53.0828,51.251,52.9763,33841407
12/9/2018,53.2343,53.2485,52.0273,52.3184,46649165
13/9/2018,52.8983,54.0413,52.6734,53.5822,39480953
14/9/2018,53.4259,53.6839,52.6615,52.9739,30291775
17/9/2018,52.5739,52.7633,51.419,51.5634,35210314
18/9/2018,51.5421,52.5029,51.3835,51.6486,29886989
19/9/2018,51.7102,51.9752,50.9529,51.6794,25676452
20/9/2018,52.122,52.6048,51.864,52.0723,25188955
21/9/2018,52.2498,52.387,51.4238,51.5114,91110948
24/9/2018,51.3126,52.3633,51.2676,52.2521,26215649
25/9/2018,52.006,52.7326,51.9942,52.5835,23244184
26/9/2018,52.3019,52.9527,52.0084,52.1646,22704878
27/9/2018,52.9692,53.5892,52.9029,53.2366,28570695
28/9/2018,53.1988,53.4473,53.0165,53.4236,21705876
1/10/2018,53.9466,54.2945,53.5679,53.7833,22341440
2/10/2018,53.781,54.4318,53.6343,54.2614,23465500
3/10/2018,54.4436,55.253,54.3797,54.9217,27125787
4/10/2018,54.6164,54.9879,53.6579,53.9561,30332231
5/10/2018,53.9489,54.0554,52.2024,53.0804,31788602
8/10/2018,52.5882,53.2012,52.1125,52.9574,28081030
9/10/2018,52.9266,53.7857,52.5976,53.691,25456071
10/10/2018,53.3573,53.5679,51.1303,51.2037,39749937
11/10/2018,50.7683,51.9468,50.2476,50.7517,50289645
12/10/2018,52.1645,52.7467,51.3173,52.5645,38185431
15/10/2018,52.3397,52.4983,51.4191,51.4404,29147982
16/10/2018,51.812,52.7728,51.2984,52.574,27626732
17/10/2018,52.6095,52.69,51.909,52.3468,21664225
18/10/2018,51.5588,52.0037,50.4086,51.1233,30842766
19/10/2018,51.6061,52.3634,51.457,51.9019,31313618
22/10/2018,52.0155,52.8603,51.8143,52.219,27255738
23/10/2018,51.0782,52.8343,50.8108,52.7112,36699093
24/10/2018,52.6805,53.0663,50.773,50.9032,38741716
25/10/2018,51.5232,52.3917,51.296,52.0178,28262658
26/10/2018,51.0948,52.1101,50.3304,51.1895,44736641
29/10/2018,51.8735,51.9918,48.7732,50.2287,43484366
30/10/2018,49.9707,50.9244,49.5258,50.4795,34703769
31/10/2018,51.3268,52.1717,51.2653,51.7954,36312064
1/11/2018,51.8404,52.6237,51.3103,52.5906,55211090
2/11/2018,49.5921,50.5624,48.617,49.1022,86455371
5/11/2018,48.3496,48.3709,46.8989,47.7083,62633219
6/11/2018,47.7864,48.449,47.7319,48.2242,30181623
7/11/2018,48.7448,49.7127,48.3093,49.6867,31640831
8/11/2018,49.8673,49.9005,49.1002,49.5134,24093022
9/11/2018,48.8152,48.9244,48.0315,48.5587,32645544
12/11/2018,47.2597,47.4615,46.0224,46.1126,48575802
13/11/2018,45.5094,46.8275,45.4667,45.6519,44536097
14/11/2018,46.0484,46.1862,44.1557,44.3623,57757435
15/11/2018,44.7399,45.5901,44.386,45.4571,44152165
16/11/2018,45.241,46.3026,44.994,45.9606,35079767
19/11/2018,45.1223,45.2885,43.9325,44.1391,39826644
20/11/2018,42.3603,43.0965,41.6811,42.0302,64430031
21/11/2018,42.6833,42.8115,41.9281,41.9827,29566194
23/11/2018,41.5457,41.94,40.8713,40.9164,22441443
26/11/2018,41.3795,41.5481,40.4343,41.4697,42745947
27/11/2018,40.7312,41.5054,40.5815,41.3795,39315655
28/11/2018,41.9708,43.0537,41.5433,42.9706,43756677
29/11/2018,43.3791,43.4123,42.2012,42.6405,39679057
30/11/2018,42.8163,42.8258,42.0421,42.4102,37552667
3/12/2018,43.8066,43.9206,43.0348,43.8921,38760035
4/12/2018,42.973,43.315,41.8616,41.9613,39274675
6/12/2018,40.7905,41.5077,40.4723,41.4935,40941013
7/12/2018,41.2013,41.4388,39.9688,40.0139,40165036
10/12/2018,39.1852,40.394,38.7886,40.2776,58921189
11/12/2018,40.7668,40.7977,39.6601,40.0472,44914895
12/12/2018,40.4675,40.8285,40.1398,40.1588,33844250
13/12/2018,40.489,40.9829,40.2657,40.5982,30301860
14/12/2018,40.135,40.154,39.2516,39.2991,38666154
17/12/2018,39.292,39.9807,38.646,38.9334,42070966
18/12/2018,39.2753,39.7859,39.0402,39.4392,32147448
19/12/2018,39.4227,39.767,37.7816,38.2091,46592161
20/12/2018,38.0927,38.4988,36.8815,37.2449,61530674
21/12/2018,37.252,37.5607,35.535,35.7962,90951844
24/12/2018,35.1835,35.9909,34.813,34.87,35308588
26/12/2018,35.2191,37.3398,34.8439,37.3256,55649983
27/12/2018,37.0098,37.2306,35.6395,37.0834,50458218
28/12/2018,37.404,37.6462,36.7034,37.1024,40174421
31/12/2018,37.6486,37.8457,37.1618,37.461,33251328
2/1/2019,36.7841,37.7246,36.6274,37.5037,35185557
3/1/2019,34.1932,34.6064,33.723,33.7681,86741388
4/1/2019,34.3238,35.2785,34.1504,35.2096,55673345
7/1/2019,35.3141,35.3449,34.6491,35.1312,52035688
8/1/2019,35.5184,36.0551,35.2714,35.801,38971722
9/1/2019,35.9292,36.6986,35.535,36.4089,42841527
10/1/2019,36.2166,36.5657,35.8271,36.5253,33989618
11/1/2019,36.3068,36.5016,35.9815,36.1667,25670496
14/1/2019,35.8247,35.9244,35.4376,35.6228,30815337
15/1/2019,35.6869,36.4279,35.6347,36.3519,27273686
16/1/2019,36.3543,37.0192,36.3353,36.796,29039439
17/1/2019,36.6203,37.442,36.397,37.0145,28328418
18/1/2019,37.404,37.4942,37.043,37.2425,32061513
22/1/2019,37.1451,37.2211,36.245,36.4065,28872516
23/1/2019,36.6084,36.8435,36.0266,36.5538,21972748
24/1/2019,36.5989,36.6867,36.036,36.264,24167926
25/1/2019,36.9242,37.5536,36.6488,37.4657,31856769
28/1/2019,36.9979,37.1261,36.492,37.119,24880987
29/1/2019,37.1072,37.5536,36.5989,36.7343,39505474
30/1/2019,38.7695,39.4582,38.0523,39.2445,58050797
31/1/2019,39.4487,40.1351,39.0806,39.5271,38700270
1/2/2019,39.6506,40.1303,39.406,39.5461,31032812
4/2/2019,39.7575,40.7668,39.7266,40.6694,29918904
5/2/2019,41.0517,41.5789,40.9306,41.3652,34294406
6/2/2019,41.4769,41.6954,41.0494,41.3795,26825999
7/2/2019,40.9425,41.3083,40.4533,40.5958,30152795
8/2/2019,40.3048,40.7031,40.1689,40.6435,22724680
11/2/2019,40.7962,40.8343,40.3669,40.4098,20028073
12/2/2019,40.5696,40.7842,40.4742,40.758,21258842
13/2/2019,40.8772,41.1372,40.5266,40.5886,21456005
14/2/2019,40.4765,40.8462,40.3978,40.7365,20831616
15/2/2019,40.8439,40.9512,40.4861,40.6459,23494389
19/2/2019,40.4765,40.8891,40.4241,40.7675,18100360
20/2/2019,40.8296,41.3376,40.7819,41.0299,24913590
21/2/2019,40.975,41.1109,40.6172,40.7985,16456492
22/2/2019,40.9226,41.2613,40.8749,41.2541,18043523
25/2/2019,41.5379,41.9457,41.4878,41.5546,20867598
26/2/2019,41.4305,41.8097,41.3017,41.5784,16285243
27/2/2019,41.3113,41.7382,41.1968,41.7072,26555420
28/2/2019,41.576,41.7168,41.2421,41.297,26917964
1/3/2019,41.5665,41.774,41.235,41.7311,24695882
4/3/2019,41.9028,42.3942,41.4926,41.941,26174618
5/3/2019,41.9624,41.9767,41.6285,41.8646,18829792
6/3/2019,41.6595,41.855,41.4854,41.6237,19853446
7/3/2019,41.4688,41.6047,41.0275,41.142,23656197
8/3/2019,40.622,41.2779,40.4264,41.2397,22895797
11/3/2019,41.8551,42.7209,41.8217,42.6684,30539031
12/3/2019,42.9308,43.5676,42.7805,43.1478,30974640
13/3/2019,43.4674,43.7178,43.1502,43.3386,29605528
14/3/2019,43.8609,43.9086,43.5413,43.8204,22495251
15/3/2019,44.0875,44.679,43.8228,44.3904,37247581
18/3/2019,44.314,44.9317,44.3116,44.8435,25014096
19/3/2019,44.9223,45.0749,44.3427,44.4882,30191205
20/3/2019,44.4166,45.1941,44.0588,44.8769,29608069
21/3/2019,45.3206,46.8255,45.2705,46.5298,48687501
22/3/2019,46.5894,47.1499,45.5018,45.5662,40457634
25/3/2019,45.676,45.7881,44.5049,45.0153,41829169
26/3/2019,45.7117,46.0027,44.0231,44.5502,47510514
27/3/2019,45.0177,45.2586,44.493,44.9509,28475884
28/3/2019,45.0654,45.2108,44.7267,45.0105,19824845
29/3/2019,45.2753,45.3349,44.9676,45.3039,22480465
1/4/2019,45.7069,45.7164,44.9294,45.6115,26580791
2/4/2019,45.5758,46.3795,45.5662,46.2746,21718867
3/4/2019,46.0909,46.8661,46.0671,46.5918,22201690
4/4/2019,46.4582,46.8351,46.0647,46.6729,18235368
5/4/2019,46.8541,47.0092,46.7301,46.9853,17674677
8/4/2019,46.847,47.7557,46.8279,47.7247,24691582
9/4/2019,47.7772,48.3806,47.5172,47.5816,34123472
10/4/2019,47.386,47.8773,47.2667,47.8487,20697675
11/4/2019,47.9036,47.9393,47.3288,47.4504,19939710
12/4/2019,47.51,47.7342,46.7969,47.4313,26484157
15/4/2019,47.3622,47.6651,47.2262,47.5172,16730214
16/4/2019,47.572,48.0275,47.3573,47.5219,24514765
17/4/2019,47.5911,48.5069,47.3693,48.4473,27577540
18/4/2019,48.445,48.6907,48.3019,48.6215,23083216
22/4/2019,48.3757,48.879,48.2589,48.7812,18545585
23/4/2019,48.7574,49.5492,48.631,49.4848,22250511
24/4/2019,49.4562,49.7233,49.3823,49.4085,16734017
25/4/2019,49.3298,49.5516,48.9219,48.9601,17690509
26/4/2019,48.8695,48.8934,48.2065,48.7264,17791552
29/4/2019,48.7502,49.1247,48.6214,48.8003,21183638
30/4/2019,48.4306,48.5117,47.4885,47.8606,44395041
1/5/2019,50.0573,51.3523,49.9022,50.2099,61846328
2/5/2019,50.0477,50.7179,49.6398,49.8831,30524975
3/5/2019,50.2981,50.5247,50.1407,50.5032,19931675
6/5/2019,48.724,49.8092,48.5356,49.7233,30951228
7/5/2019,49.1032,49.4705,47.8987,48.3829,36981174
8/5/2019,48.154,48.9745,48.1182,48.3925,25128324
9/5/2019,47.7962,48.1015,46.9042,47.8725,33303347
10/5/2019,47.2668,47.6091,46.1534,47.2093,39465136
13/5/2019,44.9421,45.3658,43.7785,44.4656,55000777
14/5/2019,44.6308,45.4185,44.3914,45.1695,34984168
15/5/2019,44.5973,45.9093,44.5374,45.7106,25421625
16/5/2019,45.4687,46.0816,45.2125,45.5094,31633821
17/5/2019,44.7553,45.7058,44.7146,45.2509,31488018
20/5/2019,43.9389,44.1376,43.1631,43.8359,36978643
21/5/2019,44.3459,45.0115,44.2214,44.6763,27164723
22/5/2019,44.2118,44.4632,43.7066,43.7617,28489973
23/5/2019,43.0482,43.2254,42.5718,43.0147,34984172
24/5/2019,43.144,43.6085,42.7657,42.8495,22711360
28/5/2019,42.8375,43.2373,42.5957,42.6723,26765729
29/5/2019,42.239,42.9405,42.1384,42.4688,27276184
30/5/2019,42.6052,42.9117,42.2987,42.689,20320634
31/5/2019,42.1934,42.6148,41.8965,41.9157,25899387
3/6/2019,42.0426,42.598,40.7665,41.4919,38686923
4/6/2019,42.0043,43.0554,41.7841,43.0099,29657773
5/6/2019,44.1208,44.2908,43.369,43.7042,28513698
6/6/2019,43.8335,44.4058,43.6109,44.3459,21573244
7/6/2019,44.6547,45.95,44.4775,45.5262,29386151
10/6/2019,45.9236,46.776,45.8782,46.108,25111502
11/6/2019,46.6539,46.9268,46.3522,46.6419,25793371
12/6/2019,46.436,46.9197,46.302,46.4935,17480924
13/6/2019,46.6156,47.116,46.3522,46.4839,20757557
14/6/2019,45.8614,46.3498,45.5621,46.1463,17967704
17/6/2019,46.1846,46.6778,46.0098,46.4216,14048442
18/6/2019,46.9388,47.9539,46.7377,47.5134,25427630
19/6/2019,47.8079,47.8557,47.2404,47.3745,20230422
20/6/2019,47.9731,48.0305,47.4128,47.7552,20603738
21/6/2019,47.5972,48.088,47.4416,47.5924,45778152
24/6/2019,47.5349,47.9228,47.4463,47.5445,17449488
25/6/2019,47.5086,47.7074,46.7569,46.8239,20178834
26/6/2019,47.3506,48.1215,47.25,47.8366,24964576
27/6/2019,47.954,48.2604,47.7816,47.8223,20015455
28/6/2019,47.5685,47.7648,47.1782,47.3865,29794310
1/7/2019,48.6435,48.9595,48.0401,48.2556,26099923
2/7/2019,48.2221,48.6339,48.2101,48.5381,16218664
3/7/2019,48.6699,48.9476,48.5286,48.9404,10881284
5/7/2019,48.6866,49.1008,48.5789,48.8973,16535011
8/7/2019,48.0784,48.2197,47.5038,47.8893,24266530
9/7/2019,47.693,48.246,47.5996,48.1814,19707351
10/7/2019,48.3275,48.7776,48.2581,48.6579,17139897
11/7/2019,48.677,48.9356,48.2939,48.3035,19337489
12/7/2019,48.4711,48.8422,48.4112,48.6746,16850749
15/7/2019,48.8637,49.2899,48.8422,49.1319,16230358
16/7/2019,48.9834,49.3474,48.7225,48.9619,16153165
17/7/2019,48.8542,49.1032,48.6674,48.6866,13510621
18/7/2019,48.8423,49.2924,48.7704,49.2397,17756172
19/7/2019,49.2708,49.4407,48.4495,48.5046,20043780
22/7/2019,48.7585,49.6156,48.7489,49.6132,21335352
23/7/2019,49.91,50.0178,49.6299,50.001,17578593
24/7/2019,49.7209,50.0752,49.6012,49.9603,14357307
25/7/2019,50.013,50.0968,49.4959,49.5653,13321099
26/7/2019,49.6754,50.2141,49.5939,49.7376,16873434
29/7/2019,49.91,50.4319,49.9052,50.2021,20756394
30/7/2019,49.9818,50.317,49.6346,49.9866,32499861
31/7/2019,51.8158,53.001,50.59,51.0066,66350144
1/8/2019,51.2125,52.2014,49.4983,49.9029,51732473
2/8/2019,49.2085,49.424,48.2748,48.847,39133242
5/8/2019,47.4033,47.5613,46.108,46.29,50176311
6/8/2019,47.0011,47.4225,46.4576,47.1663,34309102
7/8/2019,46.7856,47.7792,46.4049,47.6547,31952783
8/8/2019,47.9324,48.7296,47.7384,48.7057,25866718
9/8/2019,48.3789,48.7298,47.8958,48.3044,23667642
12/8/2019,47.9751,48.5591,47.8622,48.1818,21612498
13/8/2019,48.3116,50.9841,48.1818,50.2222,45392486
14/8/2019,48.8259,49.6142,48.6889,48.7274,35134102
15/8/2019,48.898,49.3017,47.9871,48.4846,26174474
16/8/2019,49.0951,49.7872,48.9893,49.6286,26552286
19/8/2019,50.6188,51.1259,50.477,50.5539,23469507
20/8/2019,50.6813,51.2749,50.5467,50.5563,25844661
21/8/2019,51.1884,51.347,50.8544,51.1043,20702625
22/8/2019,51.2364,51.5369,50.65,51.061,21393131
23/8/2019,50.3328,50.9624,48.3068,48.7009,45007476
26/8/2019,49.4748,49.7944,49.2825,49.6262,25036465
27/8/2019,49.9554,50.1213,48.9148,49.0662,24872737
28/8/2019,49.0518,49.4412,48.8644,49.3955,15322435
29/8/2019,50.1092,50.3063,49.667,50.2318,20178759
30/8/2019,50.5083,50.578,49.7969,50.167,20325782
3/9/2019,49.6117,49.7439,49.0806,49.4363,19248674
4/9/2019,50.0828,50.3448,49.8257,50.2751,18446076
5/9/2019,50.9505,51.4239,50.8327,51.2581,22988950
6/9/2019,51.4432,51.5321,51.0731,51.2533,18613557
9/9/2019,51.633,52.0176,50.727,51.472,26253340
10/9/2019,51.3975,52.0992,50.8807,52.08,30549018
11/9/2019,52.4093,53.7647,52.3276,53.7359,42576887
12/9/2019,54.0267,54.416,53.5604,53.6157,30980449
13/9/2019,52.8731,53.063,52.1569,52.5727,38225628
16/9/2019,52.3276,52.9044,52.2867,52.8491,20339910
17/9/2019,52.8635,53.0701,52.6616,53.0413,17610288
18/9/2019,53.1278,53.558,52.7385,53.5388,24360070
19/9/2019,53.3561,53.7767,52.962,53.1038,21207489
20/9/2019,53.2047,53.4883,52.265,52.3275,53270178
23/9/2019,52.6208,52.8347,52.3083,52.5655,18424362
24/9/2019,53.1206,53.4715,52.1977,52.3155,29984607
25/9/2019,52.5246,53.2336,52.1857,53.1206,21056359
26/9/2019,52.8731,53.099,52.5919,52.8467,18105204
27/9/2019,53.0029,53.1038,52.2194,52.5895,24371611
30/9/2019,53.0894,53.9738,53.0629,53.8272,24972821
1/10/2019,54.0916,54.8486,53.8825,53.9762,33459812
2/10/2019,53.6086,53.7335,52.3757,52.6232,33273840
3/10/2019,52.4958,53.1038,51.7027,53.0702,27500275
4/10/2019,54.2285,54.6732,53.808,54.5578,33280907
7/10/2019,54.3799,55.2596,54.2766,54.5698,29394054
8/10/2019,54.2719,54.8102,53.9138,53.9306,26873974
9/10/2019,54.5626,54.7453,54.2285,54.5626,17969728
10/10/2019,54.779,55.3822,54.6276,55.2981,27160839
11/10/2019,55.9854,57.1126,55.8316,56.7689,40086375
14/10/2019,56.4541,57.2304,56.3988,56.6872,23174675
15/10/2019,56.8122,57.115,56.4493,56.555,20995431
16/10/2019,56.0864,56.5358,56.0455,56.3267,17761332
17/10/2019,56.4997,56.7545,56.1224,56.5454,16242911
18/10/2019,56.3796,57.0982,56.3075,56.817,23416458
21/10/2019,57.0837,57.9177,57.0356,57.8023,20968312
22/10/2019,57.9585,58.2084,57.5884,57.6701,19777797
23/10/2019,58.1844,58.4584,57.9729,58.444,18224107
24/10/2019,58.7636,58.8333,58.1147,58.5401,16649056
25/10/2019,58.4392,59.2971,58.3719,59.2611,17658933
28/10/2019,59.4631,59.9029,59.2948,59.8548,23209579
29/10/2019,59.8355,60.0229,58.2974,58.4704,34328943
30/10/2019,58.8237,58.9535,57.9705,58.4632,29926641
31/10/2019,59.4198,59.8836,57.0213,59.7851,33445144
1/11/2019,59.9725,61.5082,59.8812,61.4818,36320262
4/11/2019,61.8447,61.9697,61.3761,61.8856,24819610
5/11/2019,61.7774,62.0514,61.6019,61.7966,19201960
6/11/2019,61.7101,61.8832,61.3737,61.8231,18232671
7/11/2019,62.3703,62.7584,62.2184,62.5366,22885749
8/11/2019,62.3582,62.78,61.9146,62.7077,16870478
11/11/2019,62.2642,63.2694,62.2594,63.2043,19723309
12/11/2019,63.0477,63.3466,62.8958,63.1465,21065418
13/11/2019,62.9464,63.8262,62.9319,63.7515,24764518
14/11/2019,63.578,63.8504,63.1802,63.3104,21497863
15/11/2019,63.5611,64.0673,63.3996,64.0625,24155149
18/11/2019,64.0721,64.465,63.6937,64.3855,20900146
19/11/2019,64.5783,64.6024,63.9733,64.1902,18360388
20/11/2019,64.0095,64.1396,62.7705,63.443,25608226
21/11/2019,63.5635,63.6406,62.9584,63.1585,29262771
22/11/2019,63.2984,63.4406,62.8765,63.1031,15746897
25/11/2019,63.3272,64.2264,63.2814,64.2095,20253436
26/11/2019,64.3469,64.3999,63.2766,63.7081,25360688
27/11/2019,64.0191,64.5976,63.954,64.5639,15725302
29/11/2019,64.2649,64.6024,64.0962,64.4216,11237345
2/12/2019,64.4265,64.6627,63.5057,63.6768,22776509
3/12/2019,62.2666,62.5607,61.7797,62.5414,27583879
4/12/2019,62.9319,63.4719,62.8379,63.0934,16194374
5/12/2019,63.5876,64.0938,63.3321,64.0191,17940293
6/12/2019,64.4771,65.3256,64.4337,65.2557,25569937
9/12/2019,65.0845,65.2774,63.8576,64.3421,30865117
10/12/2019,64.747,65.1014,64.0865,64.7181,21796173
11/12/2019,64.7976,65.3496,64.7229,65.2701,18984615
12/12/2019,64.5494,65.7017,64.4385,65.4365,33099212
13/12/2019,65.4365,66.3622,65.3088,66.326,32201821
16/12/2019,66.7719,67.6855,66.7671,67.4613,30899715
17/12/2019,67.3914,67.9217,67.2058,67.5939,27518318
18/12/2019,67.4469,67.9531,67.2829,67.4324,27969091
19/12/2019,67.3746,67.7795,67.242,67.4999,23712275
20/12/2019,68.0326,68.1339,67.148,67.3601,66525571
23/12/2019,67.6228,68.5196,67.5843,68.4593,23761162
24/12/2019,68.6256,68.6739,68.199,68.5244,11686005
26/12/2019,68.6569,69.9008,68.628,69.8839,22447217
27/12/2019,70.1756,70.8626,69.4524,69.8574,35257980
30/12/2019,69.7754,70.554,68.7534,70.272,34739322
31/12/2019,69.8888,70.7927,69.7899,70.7855,24299591
2/1/2020,71.4098,72.4608,71.1567,72.4005,32658061
3/1/2020,71.6291,72.4559,71.4724,71.6966,35271651
6/1/2020,70.8192,72.3065,70.5685,72.2679,28537673
7/1/2020,72.2776,72.5331,71.7087,71.9281,26244030
8/1/2020,71.6315,73.3864,71.6315,73.0851,31838192
9/1/2020,74.0614,74.8303,73.8107,74.6375,41005283
10/1/2020,74.8713,75.3703,74.3048,74.8062,33902952
13/1/2020,75.122,76.4309,75.0039,76.4044,29295746
14/1/2020,76.3417,76.5515,75.2498,75.3727,39039722
15/1/2020,75.1726,76.0525,74.6182,75.0497,29390151
16/1/2020,75.5921,76.1007,75.2305,75.9898,26233692
17/1/2020,76.2381,76.8335,75.932,76.8311,33221177
21/1/2020,76.4599,76.901,76.173,76.3104,26719174
22/1/2020,76.7949,77.1348,76.4888,76.5828,24547089
23/1/2020,76.6358,77.0311,76.0886,76.9516,25183371
24/1/2020,77.1974,77.9399,76.5394,76.7298,35323429
27/1/2020,74.7412,75.1534,73.4925,74.4736,39036267
28/1/2020,75.3534,76.7515,75.2546,76.5804,39107132
29/1/2020,78.2099,79.0295,77.4699,78.1834,52122877
30/1/2020,77.2674,78.1231,76.8359,78.0701,30551932
31/1/2020,77.3614,77.7833,74.3145,74.6086,48111567
3/2/2020,73.3527,75.568,72.8513,74.4037,41892373
4/2/2020,76.0067,77.0504,75.6017,76.86,32931901
5/2/2020,77.9858,78.2847,76.8842,77.4868,28643672
6/2/2020,77.7567,78.3955,77.1999,78.3931,25413239
7/2/2020,77.8929,78.1418,76.837,77.3275,28435489
10/2/2020,75.914,77.6948,75.8343,77.6948,26421499
11/2/2020,78.1902,78.2627,77.0086,77.2261,22790942
12/2/2020,77.6755,79.0648,77.6755,79.06,27480212
13/2/2020,78.3327,78.8232,78.1297,78.497,22893472
14/2/2020,78.4656,78.7652,78.0089,78.5163,19357512
18/2/2020,76.1992,77.2599,76.018,77.0787,36855507
19/2/2020,77.3203,78.4245,77.3203,78.195,22708976
20/2/2020,77.9558,78.4439,76.8878,77.3928,24299358
21/2/2020,76.9869,77.429,75.0249,75.641,31303607
24/2/2020,71.8257,73.4978,69.8854,72.048,53688107
25/2/2020,72.7173,73.0991,69.1364,69.6076,55736725
26/2/2020,69.233,71.9755,69.2258,70.7118,47855156
27/2/2020,67.921,69.105,65.9542,66.0895,77466598
28/2/2020,62.1607,67.2711,61.9457,66.0509,103055931
2/3/2020,68.2061,72.8357,67.1043,72.2002,82490366
3/3/2020,73.3745,73.4543,69.0567,69.9072,77193573
4/3/2020,71.6276,73.3093,70.8278,73.1498,52959160
5/3/2020,71.4053,72.3791,70.4122,70.7771,45322473
6/3/2020,68.1385,70.2696,67.9524,69.8371,54650146
9/3/2020,63.7289,67.1938,63.5476,64.3136,69285007
10/3/2020,66.9642,69.2113,65.0867,68.9455,68933419
11/3/2020,67.0246,67.95,65.6884,66.551,61759270
12/3/2020,61.8417,65.239,59.9232,59.9788,101114162
13/3/2020,64.0043,67.636,61.1193,67.1648,89578518
16/3/2020,58.4614,62.6004,57.9902,58.5242,77905880
17/3/2020,59.8048,62.2452,57.6036,61.0975,78300291
18/3/2020,57.9347,60.4065,57.2944,59.6019,72544262
19/3/2020,59.7758,61.0927,58.6209,59.1452,65687754
20/3/2020,59.7251,60.8486,55.0907,55.3903,97059444
23/3/2020,55.11,55.2115,51.3721,54.2136,81368194
24/3/2020,57.1107,59.8483,56.6129,59.6526,69474982
25/3/2020,60.5877,62.3999,59.0292,59.324,73358118
26/3/2020,59.5656,62.5038,59.527,62.4458,60910799
27/3/2020,61.0709,61.8248,59.6937,59.8604,49344068
30/3/2020,60.5853,61.7403,60.2615,61.5687,40587452
31/3/2020,61.7596,63.4244,60.8898,61.4431,47600824
1/4/2020,59.5608,60.0972,57.78,58.2101,42578933
2/4/2020,58.0723,59.2346,57.2411,59.1814,40093931
3/4/2020,58.6668,59.3675,57.7413,58.3309,31382367
6/4/2020,60.624,63.5742,60.2567,63.4196,48765074
7/4/2020,65.4323,65.6497,62.5811,62.685,49022797
8/4/2020,63.4848,64.6035,63.1199,64.2894,40809453
9/4/2020,64.9249,65.2559,63.9584,64.7533,39103464
13/4/2020,64.8307,66.133,64.2314,66.0243,31658513
14/4/2020,67.6552,69.6487,67.1841,69.3587,47115784
15/4/2020,68.2352,69.1848,67.8075,68.7257,31690321
16/4/2020,69.4384,69.6366,68.223,69.2717,37965502
17/4/2020,68.7885,69.3345,66.8965,68.3318,52009972
